# LB1 golden vectors: name<TAB>operation<TAB>milliseconds<TAB>input_hex_or_control<TAB>expected_hex (- = no reply)
reset	RESET	0	-	6c696e6b3d6f66666c696e653b6c65643d6f66663b707269766163793d313b746f7563683d303b746578743d
boot_get	RX	0	4c42317c327c4745547c7c424330420a	4c42317c327c53544154457c6c696e6b3d6f66666c696e653b6c65643d6f66663b707269766163793d313b746f7563683d303b746578743d7c334634460a
boot_ping	RX	0	4c42317c337c50494e477c7c314235430a	4c42317c337c41434b7c616c6976653d307c443146320a
boot_set	RX	0	4c42317c347c5345547c6c65643d7465616c7c394639370a	4c42317c347c4552527c636f64653d68616e647368616b655f72657175697265647c444144340a
hello	RX	0	4c42317c317c48454c4c4f7c76657273696f6e733d317c443241330a	4c42317c317c434150537c76657273696f6e3d313b6c65643d313b746f7563683d313b707269766163793d313b73637265656e3d313b73696d756c617465643d307c454137360a
privacy_denies_set	RX	0	4c42317c357c5345547c6c65643d7465616c7c453446360a	4c42317c357c4552527c636f64653d707269766163795f6163746976657c394442460a
allow	PRIVACY	0	0	6c696e6b3d6f6e6c696e653b6c65643d6f66663b707269766163793d303b746f7563683d303b746578743d
set_unicode	RX	0	4c42317c327c5345547c6c65643d7465616c3b746578743d6537383162356534626362347c323431390a	4c42317c327c41434b7c6170706c6965643d317c343745330a
duplicate_set	RX	0	4c42317c327c5345547c6c65643d7465616c3b746578743d6537383162356534626362347c323431390a	4c42317c327c41434b7c6170706c6965643d317c343745330a
sequence_conflict	RX	0	4c42317c327c5345547c6c65643d626c75657c363843310a	4c42317c327c4552527c636f64653d73657175656e63655f636f6e666c6963747c384134420a
get_state	RX	0	4c42317c337c4745547c7c463941420a	4c42317c337c53544154457c6c696e6b3d6f6e6c696e653b6c65643d7465616c3b707269766163793d303b746f7563683d303b746578743d6537383162356534626362347c354533300a
touch_live	TOUCH	0	1	6c696e6b3d6f6e6c696e653b6c65643d7465616c3b707269766163793d303b746f7563683d313b746578743d653738316235653462636234
cached_get_is_live	RX	0	4c42317c337c4745547c7c463941420a	4c42317c337c53544154457c6c696e6b3d6f6e6c696e653b6c65643d7465616c3b707269766163793d303b746f7563683d313b746578743d6537383162356534626362347c383032460a
privacy_clears	PRIVACY	1	1	6c696e6b3d6f6e6c696e653b6c65643d6f66663b707269766163793d313b746f7563683d303b746578743d
old_set_not_replayed	RX	1	4c42317c327c5345547c6c65643d7465616c3b746578743d6537383162356534626362347c323431390a	4c42317c327c4552527c636f64653d707269766163795f6163746976657c353539320a
private_touch_blocked	TOUCH	1	1	6c696e6b3d6f6e6c696e653b6c65643d6f66663b707269766163793d313b746f7563683d303b746578743d
allow	PRIVACY	2	0	6c696e6b3d6f6e6c696e653b6c65643d6f66663b707269766163793d303b746f7563683d303b746578743d
invalid_10	RX	3	4c42317c31307c5345547c7c344330450a	4c42317c31307c4552527c636f64653d6669656c64737c353746350a
invalid_11	RX	3	4c42317c31317c5345547c707269766163793d307c364337450a	4c42317c31317c4552527c636f64653d6669656c64737c343731370a
invalid_12	RX	3	4c42317c31327c5345547c6c65643d6f66663b6c65643d626c75657c313138440a	4c42317c31327c4552527c636f64653d6669656c64737c373633310a
invalid_13	RX	3	4c42317c31337c5345547c6c65643d6f66663b7c463839300a	4c42317c31337c4552527c636f64653d6669656c64737c363644330a
invalid_14	RX	3	4c42317c31347c5345547c6c65643d707572706c657c304130460a	4c42317c31347c4552527c636f64653d6c65647c323738460a
invalid_15	RX	3	4c42317c31357c5345547c6c65643d707572706c653b746578743d66667c353836430a	4c42317c31357c4552527c636f64653d6c65647c354345450a
invalid_16	RX	3	4c42317c31367c5345547c756e6b6e6f776e3d303b746578743d66667c333634420a	4c42317c31367c4552527c636f64653d6669656c64737c333542390a
invalid_17	RX	3	4c42317c31377c5345547c746578743d6162637c383444320a	4c42317c31377c4552527c636f64653d746578747c444543390a
invalid_18	RX	3	4c42317c31387c5345547c746578743d41417c324230330a	4c42317c31387c4552527c636f64653d746578747c383131420a
invalid_19	RX	3	4c42317c31397c5345547c746578743d66667c413539340a	4c42317c31397c4552527c636f64653d746578747c324645370a
invalid_20	RX	3	4c42317c32307c5345547c746578743d633038307c414130360a	4c42317c32307c4552527c636f64653d746578747c344531330a
invalid_21	RX	3	4c42317c32317c5345547c746578743d6564613038307c414636370a	4c42317c32317c4552527c636f64653d746578747c453045460a
invalid_22	RX	3	4c42317c32327c5345547c746578743d66343930383038307c383635410a	4c42317c32327c4552527c636f64653d746578747c303343410a
invalid_23	RX	3	4c42317c32337c5345547c746578743d653738317c464230420a	4c42317c32337c4552527c636f64653d746578747c414433360a
invalid_24	RX	3	4c42317c32347c5345547c746578743d38307c373432300a	4c42317c32347c4552527c636f64653d746578747c443541310a
invalid_25	RX	3	4c42317c32357c5345547c746578743d3631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136317c324530330a	4c42317c32357c4552527c636f64653d746578747c374235440a
invalid_26	RX	3	4c42317c32367c5345547c6c65643d7465616c3b74746c5f6d733d357c394243330a	4c42317c32367c4552527c636f64653d6669656c64737c333543420a
nul_scalar_allowed	RX	3	4c42317c33307c5345547c746578743d30307c383334350a	4c42317c33307c41434b7c6170706c6965643d317c343834340a
largest_scalar	RX	3	4c42317c33317c5345547c746578743d66343866626662667c373634370a	4c42317c33317c41434b7c6170706c6965643d317c453642380a
max_80_bytes	RX	3	4c42317c33327c5345547c746578743d363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136313631363136317c454335360a	4c42317c33327c41434b7c6170706c6965643d317c303539440a
empty_text	RX	3	4c42317c33337c5345547c746578743d7c363544340a	4c42317c33337c41434b7c6170706c6965643d317c414236310a
set_off	RX	3	4c42317c33347c5345547c6c65643d6f66667c394532300a	4c42317c33347c41434b7c6170706c6965643d317c443346360a
unknown_hello_field	RX	3	4c42317c33357c48454c4c4f7c76657273696f6e733d313b77726f6e673d317c333837430a	4c42317c33357c4552527c636f64653d76657273696f6e7c364145330a
invalid_version	RX	3	4c42317c33367c48454c4c4f7c76657273696f6e733d327c344138450a	4c42317c33367c4552527c636f64653d76657273696f6e7c364139310a
invalid_session	RX	3	4c42317c33377c48454c4c4f7c76657273696f6e733d313b73657373696f6e3d414243444546303132333435363738397c394246440a	4c42317c33377c4552527c636f64653d76657273696f6e7c394141300a
reply_not_request	RX	3	4c42317c33387c53544154457c7c314137450a	4c42317c33387c4552527c636f64653d756e737570706f727465647c414546440a
get_with_fields	RX	3	4c42317c33397c4745547c783d317c383533410a	4c42317c33397c4552527c636f64653d6669656c64737c333034340a
ping_with_fields	RX	3	4c42317c34307c50494e477c783d317c374337440a	4c42317c34307c4552527c636f64653d6669656c64737c353736330a
exact_256_parse	RX	3	4c42317c34317c5345547c78787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787c383432410a	4c42317c34317c4552527c636f64653d6669656c64737c343738310a
over_256_drop	RX	3	4c42317c34327c5345547c7878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787878787c453433380a	-
crc_corrupt	RX	3	4c42317c34337c50494e477c7c303030300a	-
no_lf	RX	3	4c42317c34337c50494e477c7c35343432	-
crlf	RX	3	4c42317c34337c50494e477c7c353434320d0a	-
leading_zero	RX	3	4c42317c3034337c50494e477c7c364638360a	-
zero_seq	RX	3	4c42317c307c50494e477c7c433344450a	-
overflow_seq	RX	3	4c42317c36353533367c50494e477c7c393645450a	-
unsupported_type	RX	3	4c42317c34337c544f5543487c76616c75653d317c454141340a	-
non_ascii	RX	3	ff0a	-
extra_delimiter	RX	3	4c42317c34337c5345547c6c65643d6f66667c7c463546440a	-
reset	RESET	0	-	6c696e6b3d6f66666c696e653b6c65643d6f66663b707269766163793d313b746f7563683d303b746578743d
hello	RX	100	4c42317c317c48454c4c4f7c76657273696f6e733d317c443241330a	4c42317c317c434150537c76657273696f6e3d313b6c65643d313b746f7563683d313b707269766163793d313b73637265656e3d313b73696d756c617465643d307c454137360a
allow	PRIVACY	100	0	6c696e6b3d6f6e6c696e653b6c65643d6f66663b707269766163793d303b746f7563683d303b746578743d
heartbeat	RX	2000	4c42317c327c50494e477c7c413333440a	4c42317c327c41434b7c616c6976653d317c383442300a
late_set	RX	6999	4c42317c337c5345547c6c65643d626c75653b746578743d34317c303646420a	4c42317c337c41434b7c6170706c6965643d317c453931460a
not_yet_offline	POLL	6999	-	6c696e6b3d6f6e6c696e653b6c65643d626c75653b707269766163793d303b746f7563683d303b746578743d3431
exact_timeout	POLL	7000	-	6c696e6b3d6f66666c696e653b6c65643d6f66663b707269766163793d303b746f7563683d303b746578743d
offline_get	RX	7001	4c42317c347c4745547c7c333145410a	4c42317c347c53544154457c6c696e6b3d6f66666c696e653b6c65643d6f66663b707269766163793d303b746f7563683d303b746578743d7c394131320a
offline_ping	RX	7002	4c42317c357c50494e477c7c424137390a	4c42317c357c41434b7c616c6976653d307c354539390a
offline_set	RX	7003	4c42317c337c5345547c6c65643d626c75653b746578743d34317c303646420a	4c42317c337c4552527c636f64653d68616e647368616b655f72657175697265647c323832340a
reconnect_same_seq	RX	7004	4c42317c317c48454c4c4f7c76657273696f6e733d313b73657373696f6e3d616161616161616161616161616161617c433444360a	4c42317c317c434150537c76657273696f6e3d313b6c65643d313b746f7563683d313b707269766163793d313b73637265656e3d313b73696d756c617465643d307c454137360a
reconnect_set	RX	7005	4c42317c327c5345547c6c65643d616d6265727c324345450a	4c42317c327c41434b7c6170706c6965643d317c343745330a
new_nonce_clears_state	RX	7006	4c42317c317c48454c4c4f7c76657273696f6e733d313b73657373696f6e3d626262626262626262626262626262627c464232460a	4c42317c317c434150537c76657273696f6e3d313b6c65643d313b746f7563683d313b707269766163793d313b73637265656e3d313b73696d756c617465643d307c454137360a
state_reset_on_nonce	RX	7006	4c42317c327c4745547c7c424330420a	4c42317c327c53544154457c6c696e6b3d6f6e6c696e653b6c65643d6f66663b707269766163793d303b746f7563683d303b746578743d7c363937300a
bad_crc_not_heartbeat	RX	12005	4c42317c337c50494e477c7c303030300a	-
timeout_after_bad_crc	POLL	12006	-	6c696e6b3d6f66666c696e653b6c65643d6f66663b707269766163793d303b746f7563683d303b746578743d
reset	RESET	0	-	6c696e6b3d6f66666c696e653b6c65643d6f66663b707269766163793d313b746f7563683d303b746578743d
hello	RX	0	4c42317c317c48454c4c4f7c76657273696f6e733d317c443241330a	4c42317c317c434150537c76657273696f6e3d313b6c65643d313b746f7563683d313b707269766163793d313b73637265656e3d313b73696d756c617465643d307c454137360a
allow	PRIVACY	0	0	6c696e6b3d6f6e6c696e653b6c65643d6f66663b707269766163793d303b746f7563683d303b746578743d
cached_hello_does_not_renew	RX	0	4c42317c317c48454c4c4f7c76657273696f6e733d317c443241330a	4c42317c317c434150537c76657273696f6e3d313b6c65643d313b746f7563683d313b707269766163793d313b73637265656e3d313b73696d756c617465643d307c454137360a
cached_hello	RX	4999	4c42317c317c48454c4c4f7c76657273696f6e733d317c443241330a	4c42317c317c434150537c76657273696f6e3d313b6c65643d313b746f7563683d313b707269766163793d313b73637265656e3d313b73696d756c617465643d307c454137360a
cached_hello_timeout	POLL	5000	-	6c696e6b3d6f66666c696e653b6c65643d6f66663b707269766163793d303b746f7563683d303b746578743d
reset	RESET	0	-	6c696e6b3d6f66666c696e653b6c65643d6f66663b707269766163793d313b746f7563683d303b746578743d
hello	RX	0	4c42317c317c48454c4c4f7c76657273696f6e733d317c443241330a	4c42317c317c434150537c76657273696f6e3d313b6c65643d313b746f7563683d313b707269766163793d313b73637265656e3d313b73696d756c617465643d307c454137360a
allow	PRIVACY	0	0	6c696e6b3d6f6e6c696e653b6c65643d6f66663b707269766163793d303b746f7563683d303b746578743d
fifo_2	RX	2	4c42317c327c50494e477c7c413333440a	4c42317c327c41434b7c616c6976653d317c383442300a
fifo_3	RX	3	4c42317c337c50494e477c7c314235430a	4c42317c337c41434b7c616c6976653d317c433144330a
fifo_4	RX	4	4c42317c347c50494e477c7c303231380a	4c42317c347c41434b7c616c6976653d317c304244420a
fifo_5	RX	5	4c42317c357c50494e477c7c424137390a	4c42317c357c41434b7c616c6976653d317c344542380a
fifo_6	RX	6	4c42317c367c50494e477c7c363246420a	4c42317c367c41434b7c616c6976653d317c383131440a
fifo_7	RX	7	4c42317c377c50494e477c7c444139410a	4c42317c377c41434b7c616c6976653d317c433437450a
fifo_8	RX	8	4c42317c387c50494e477c7c353037330a	4c42317c387c41434b7c616c6976653d317c303532430a
fifo_9	RX	9	4c42317c397c50494e477c7c453831320a	4c42317c397c41434b7c616c6976653d317c343034460a
fifo_10	RX	10	4c42317c31307c50494e477c7c433437450a	4c42317c31307c41434b7c616c6976653d317c454335330a
fifo_11	RX	11	4c42317c31317c50494e477c7c374331460a	4c42317c31317c41434b7c616c6976653d317c413933300a
fifo_12	RX	12	4c42317c31327c50494e477c7c413439440a	4c42317c31327c41434b7c616c6976653d317c363639350a
fifo_13	RX	13	4c42317c31337c50494e477c7c314346430a	4c42317c31337c41434b7c616c6976653d317c323346360a
fifo_14	RX	14	4c42317c31347c50494e477c7c303542380a	4c42317c31347c41434b7c616c6976653d317c453946450a
fifo_15	RX	15	4c42317c31357c50494e477c7c424444390a	4c42317c31357c41434b7c616c6976653d317c414339440a
fifo_16	RX	16	4c42317c31367c50494e477c7c363535420a	4c42317c31367c41434b7c616c6976653d317c363333380a
fifo_17	RX	17	4c42317c31377c50494e477c7c444433410a	4c42317c31377c41434b7c616c6976653d317c323635420a
fifo_18	RX	18	4c42317c31387c50494e477c7c353744330a	4c42317c31387c41434b7c616c6976653d317c453730390a
evicted_seq_can_reuse	RX	19	4c42317c327c5345547c6c65643d7465616c7c393446300a	4c42317c327c41434b7c6170706c6965643d317c343745330a
retained_seq_conflict	RX	20	4c42317c31387c5345547c6c65643d626c75657c384430340a	4c42317c31387c4552527c636f64653d73657175656e63655f636f6e666c6963747c343233460a
get_renew	RX	4000	4c42317c31397c4745547c7c443542410a	4c42317c31397c53544154457c6c696e6b3d6f6e6c696e653b6c65643d7465616c3b707269766163793d303b746f7563683d303b746578743d7c383435410a
cached_get_renew	RX	8999	4c42317c31397c4745547c7c443542410a	4c42317c31397c53544154457c6c696e6b3d6f6e6c696e653b6c65643d7465616c3b707269766163793d303b746f7563683d303b746578743d7c383435410a
get_still_online	POLL	13998	-	6c696e6b3d6f6e6c696e653b6c65643d7465616c3b707269766163793d303b746f7563683d303b746578743d
get_exact_timeout	POLL	13999	-	6c696e6b3d6f66666c696e653b6c65643d6f66663b707269766163793d303b746f7563683d303b746578743d
